runtime, instance number, max population size, population size, max offspring, number of offspring, mean
4.173, 14, 32, 31, 14,13, 1.4247922679327614
4.2, 14, 32, 31, 15,14, 1.4123832470596855
4.123, 14, 32, 31, 16,15, 1.4293743446365252
4.076, 14, 32, 31, 17,16, 1.4520475656196945
4.033, 14, 32, 31, 18,17, 1.4370808042382848
4.044, 14, 32, 31, 19,18, 1.461313344682517
4.007, 14, 32, 31, 20,19, 1.4811665259271243
3.994, 14, 32, 31, 21,20, 1.4659433434962188
3.98, 14, 32, 31, 22,21, 1.4429042859315742
3.928, 14, 32, 31, 23,22, 1.4679064544211777
3.973, 14, 32, 31, 24,23, 1.4620442326911947
3.92, 14, 32, 31, 25,24, 1.4373106692272206
3.914, 14, 32, 31, 26,25, 1.449558540695559
3.936, 14, 32, 31, 27,26, 1.451090270328092
3.86, 14, 32, 31, 28,27, 1.4434700028801535
3.911, 14, 32, 31, 29,28, 1.5086953059802064
3.886, 14, 32, 31, 30,29, 1.4915954523615924
3.856, 14, 32, 31, 31,30, 1.4684869622203935
3.873, 14, 32, 31, 32,31, 1.4403476823295693
3.846, 14, 32, 31, 33,32, 1.476999214017768
3.856, 14, 32, 31, 34,33, 1.4621408065661772
3.856, 14, 32, 31, 35,34, 1.4704673741487204
3.837, 14, 32, 31, 36,35, 1.4965440088140707
3.922, 14, 32, 31, 37,36, 1.452276613586121
3.825, 14, 32, 31, 38,37, 1.4650109995911902
3.836, 14, 32, 31, 39,38, 1.4790014866322454
3.837, 14, 32, 31, 40,39, 1.502575052349488
3.869, 14, 32, 31, 41,40, 1.5116911011519742
3.826, 14, 32, 31, 42,41, 1.501911245858513
3.857, 14, 32, 31, 43,42, 1.5111765464132332
3.846, 14, 32, 31, 44,43, 1.5216346411510613
3.851, 14, 32, 31, 45,44, 1.4914429746332583
3.834, 14, 32, 31, 46,45, 1.5160411403634844
3.782, 14, 32, 31, 47,46, 1.524425201763084
3.842, 14, 32, 31, 48,47, 1.5079843922207676
3.792, 14, 32, 31, 49,48, 1.524633262199249
3.822, 14, 32, 31, 50,49, 1.528325084371307
5.417, 14, 33, 32, 1,0, 1.607396440459598
5.174, 14, 33, 32, 2,1, 1.5154745394604958
5.014, 14, 33, 32, 3,2, 1.4816259510445928
4.84, 14, 33, 32, 4,3, 1.4742791809175302
4.732, 14, 33, 32, 5,4, 1.498004827482919
4.606, 14, 33, 32, 6,5, 1.428681582636837
4.543, 14, 33, 32, 7,6, 1.4105389391623526
4.414, 14, 33, 32, 8,7, 1.4227290019249252
4.417, 14, 33, 32, 9,8, 1.4361252213637858
4.314, 14, 33, 32, 10,9, 1.4312630928944117
4.25, 14, 33, 32, 11,10, 1.4047080874961404
4.242, 14, 33, 32, 12,11, 1.4188558722199842
4.19, 14, 33, 32, 13,12, 1.4837356313495458
4.218, 14, 33, 32, 14,13, 1.4169102150229118
4.101, 14, 33, 32, 15,14, 1.4245759868368766
4.26, 14, 33, 32, 16,15, 1.447618017409574
4.101, 14, 33, 32, 17,16, 1.4232286540877452
4.071, 14, 33, 32, 18,17, 1.442264754560293
4.063, 14, 33, 32, 19,18, 1.479568874661519
4.009, 14, 33, 32, 20,19, 1.4214908983905943
4.121, 14, 33, 32, 21,20, 1.4515222381795474
3.994, 14, 33, 32, 22,21, 1.458198690265065
3.953, 14, 33, 32, 23,22, 1.4655932020110047
3.946, 14, 33, 32, 24,23, 1.4878437697839832
3.958, 14, 33, 32, 25,24, 1.4697762230753701
3.908, 14, 33, 32, 26,25, 1.4619085025653304
3.98, 14, 33, 32, 27,26, 1.4766240912321833
3.956, 14, 33, 32, 28,27, 1.4533997421286127
3.902, 14, 33, 32, 29,28, 1.4757901808779974
3.897, 14, 33, 32, 30,29, 1.49490171827291
3.874, 14, 33, 32, 31,30, 1.4589563178268423
3.869, 14, 33, 32, 32,31, 1.4798223478449948
3.896, 14, 33, 32, 33,32, 1.4953031979133824
3.876, 14, 33, 32, 34,33, 1.4902490847749048
3.871, 14, 33, 32, 35,34, 1.4841185743232175
3.904, 14, 33, 32, 36,35, 1.5215326934812583
3.846, 14, 33, 32, 37,36, 1.483724036211398
3.85, 14, 33, 32, 38,37, 1.5258883057260557
3.85, 14, 33, 32, 39,38, 1.5005108686299244
3.866, 14, 33, 32, 40,39, 1.5017726712626143
3.841, 14, 33, 32, 41,40, 1.4860389790101622
3.84, 14, 33, 32, 42,41, 1.5155532798610352
3.878, 14, 33, 32, 43,42, 1.5226015121703447
3.826, 14, 33, 32, 44,43, 1.5121171377793032
3.835, 14, 33, 32, 45,44, 1.5029979516630452
3.844, 14, 33, 32, 46,45, 1.4974091113478516
3.819, 14, 33, 32, 47,46, 1.550661125764246
3.812, 14, 33, 32, 48,47, 1.518856564675086
3.888, 14, 33, 32, 49,48, 1.51043461947889
3.778, 14, 33, 32, 50,49, 1.5379720721378836
5.468, 14, 34, 33, 1,0, 1.5810732359071902
5.195, 14, 34, 33, 2,1, 1.5127369536251465
5.035, 14, 34, 33, 3,2, 1.4817084403037093
4.85, 14, 34, 33, 4,3, 1.4892837245420152
4.75, 14, 34, 33, 5,4, 1.4639487522842622
4.591, 14, 34, 33, 6,5, 1.4621227656149038
4.483, 14, 34, 33, 7,6, 1.4405594344826032
4.446, 14, 34, 33, 8,7, 1.4545548064015859
4.397, 14, 34, 33, 9,8, 1.4581998725834509
4.396, 14, 34, 33, 10,9, 1.4488670233860803
4.254, 14, 34, 33, 11,10, 1.4778635275504597
4.22, 14, 34, 33, 12,11, 1.4658542729222033
4.236, 14, 34, 33, 13,12, 1.4549714670838154
4.15, 14, 34, 33, 14,13, 1.442787790820185
4.174, 14, 34, 33, 15,14, 1.4426788960961032
4.051, 14, 34, 33, 16,15, 1.450384453206316
4.103, 14, 34, 33, 17,16, 1.44845028311848
4.042, 14, 34, 33, 18,17, 1.4351506687086772
4.023, 14, 34, 33, 19,18, 1.4214986739568978
4.024, 14, 34, 33, 20,19, 1.4642764827504517
3.978, 14, 34, 33, 21,20, 1.4415660699006891
3.985, 14, 34, 33, 22,21, 1.479269189766009
3.994, 14, 34, 33, 23,22, 1.4825310234785805
3.925, 14, 34, 33, 24,23, 1.4927345189039438
3.953, 14, 34, 33, 25,24, 1.4871576266992053
3.924, 14, 34, 33, 26,25, 1.4798352913966948
3.904, 14, 34, 33, 27,26, 1.469208086463778
3.915, 14, 34, 33, 28,27, 1.4711326299761278
3.885, 14, 34, 33, 29,28, 1.4621370918974592
3.9, 14, 34, 33, 30,29, 1.4823005655675225
3.902, 14, 34, 33, 31,30, 1.4811598984803305
3.971, 14, 34, 33, 32,31, 1.4499613365659751
3.882, 14, 34, 33, 33,32, 1.4909363291792863
3.902, 14, 34, 33, 34,33, 1.4761677752232745
3.883, 14, 34, 33, 35,34, 1.4970096402167459
4.018, 14, 34, 33, 36,35, 1.4716482775119515
4.02, 14, 34, 33, 37,36, 1.5060188193768793
3.826, 14, 34, 33, 38,37, 1.4950940037386806
3.855, 14, 34, 33, 39,38, 1.5001643805235323
3.867, 14, 34, 33, 40,39, 1.5192280577524913
3.857, 14, 34, 33, 41,40, 1.493495599488638
3.84, 14, 34, 33, 42,41, 1.512484335311039
3.857, 14, 34, 33, 43,42, 1.5263980640407926
3.84, 14, 34, 33, 44,43, 1.5031565893769159
3.905, 14, 34, 33, 45,44, 1.5057407047675722
3.814, 14, 34, 33, 46,45, 1.5277338839390056
4.001, 14, 34, 33, 47,46, 1.509158221673894
3.835, 14, 34, 33, 48,47, 1.525671568016879
3.837, 14, 34, 33, 49,48, 1.5290645161854535
3.853, 14, 34, 33, 50,49, 1.5475856939744028
5.344, 14, 35, 34, 1,0, 1.5574749267674843
5.23, 14, 35, 34, 2,1, 1.5332269045709561
4.981, 14, 35, 34, 3,2, 1.4920682121085596
4.875, 14, 35, 34, 4,3, 1.5031145598064137
4.685, 14, 35, 34, 5,4, 1.484184355206402
4.624, 14, 35, 34, 6,5, 1.464910484508588
4.481, 14, 35, 34, 7,6, 1.454707654503449
4.443, 14, 35, 34, 8,7, 1.4765957746851952
4.388, 14, 35, 34, 9,8, 1.4422287581503936
4.278, 14, 35, 34, 10,9, 1.4358636978881099
4.286, 14, 35, 34, 11,10, 1.444243923165089
4.193, 14, 35, 34, 12,11, 1.4149607507428434
4.208, 14, 35, 34, 13,12, 1.448815972943966
4.13, 14, 35, 34, 14,13, 1.465302839708996
4.108, 14, 35, 34, 15,14, 1.4839242988156942
4.099, 14, 35, 34, 16,15, 1.4513110362180621
4.048, 14, 35, 34, 17,16, 1.5006848954652747
4.062, 14, 35, 34, 18,17, 1.4691381569267319
3.997, 14, 35, 34, 19,18, 1.4388332438847837
3.975, 14, 35, 34, 20,19, 1.4702697559765137
4.006, 14, 35, 34, 21,20, 1.4632123713525633
3.955, 14, 35, 34, 22,21, 1.4640682466008152
3.992, 14, 35, 34, 23,22, 1.4602787714045031
3.949, 14, 35, 34, 24,23, 1.444147042772143
3.92, 14, 35, 34, 25,24, 1.50120073282594
3.973, 14, 35, 34, 26,25, 1.4656524848681058
3.903, 14, 35, 34, 27,26, 1.4773420861961222
3.901, 14, 35, 34, 28,27, 1.4863469324182472
3.917, 14, 35, 34, 29,28, 1.4650809612923361
3.907, 14, 35, 34, 30,29, 1.4763981385096334
3.938, 14, 35, 34, 31,30, 1.5064433949532268
3.873, 14, 35, 34, 32,31, 1.5052275203085899
3.929, 14, 35, 34, 33,32, 1.5029247311156477
3.944, 14, 35, 34, 34,33, 1.479223242262702
3.865, 14, 35, 34, 35,34, 1.5245589177868104
4.14, 14, 35, 34, 36,35, 1.49864633762214
3.885, 14, 35, 34, 37,36, 1.5141162718704935
3.903, 14, 35, 34, 38,37, 1.5078747021843921
3.912, 14, 35, 34, 39,38, 1.52281917272651
3.838, 14, 35, 34, 40,39, 1.5302671624871669
3.879, 14, 35, 34, 41,40, 1.5326115350359446
3.866, 14, 35, 34, 42,41, 1.5382642308968488
3.884, 14, 35, 34, 43,42, 1.4942141644939988
3.834, 14, 35, 34, 44,43, 1.5083211753670018
3.887, 14, 35, 34, 45,44, 1.5315093099596846
3.838, 14, 35, 34, 46,45, 1.5315090444184096
3.892, 14, 35, 34, 47,46, 1.534754182130437
3.822, 14, 35, 34, 48,47, 1.5378954275580503
3.855, 14, 35, 34, 49,48, 1.5409686157281213
3.874, 14, 35, 34, 50,49, 1.5199843426081234
5.406, 14, 36, 35, 1,0, 1.6569391211936502
5.216, 14, 36, 35, 2,1, 1.555455143117428
5.012, 14, 36, 35, 3,2, 1.5450415546456897
4.871, 14, 36, 35, 4,3, 1.5123226842401685
4.711, 14, 36, 35, 5,4, 1.4779105350692012
4.624, 14, 36, 35, 6,5, 1.4704380916645092
4.551, 14, 36, 35, 7,6, 1.474523356960252
4.44, 14, 36, 35, 8,7, 1.5019646143069822
4.425, 14, 36, 35, 9,8, 1.4398979047226408
4.313, 14, 36, 35, 10,9, 1.4708104566892568
4.299, 14, 36, 35, 11,10, 1.490028429294954
4.236, 14, 36, 35, 12,11, 1.445118072788415
4.19, 14, 36, 35, 13,12, 1.4544377369522252
4.187, 14, 36, 35, 14,13, 1.4543101813074688
4.122, 14, 36, 35, 15,14, 1.4948235576739548
4.114, 14, 36, 35, 16,15, 1.4587362986385801
4.091, 14, 36, 35, 17,16, 1.4451854942203297
4.038, 14, 36, 35, 18,17, 1.454099398330832
4.065, 14, 36, 35, 19,18, 1.4417969572538971
4.026, 14, 36, 35, 20,19, 1.4677956102812941
4.039, 14, 36, 35, 21,20, 1.475752172904151
4.008, 14, 36, 35, 22,21, 1.4892524116220816
3.951, 14, 36, 35, 23,22, 1.5047644836421799
4.001, 14, 36, 35, 24,23, 1.460294791444067
3.939, 14, 36, 35, 25,24, 1.4728793330499834
3.938, 14, 36, 35, 26,25, 1.4716137014890638
3.915, 14, 36, 35, 27,26, 1.466035467572801
3.895, 14, 36, 35, 28,27, 1.5209783752807964
3.932, 14, 36, 35, 29,28, 1.5175827778812772
3.92, 14, 36, 35, 30,29, 1.5069207347033087
3.894, 14, 36, 35, 31,30, 1.4885630050771579
3.934, 14, 36, 35, 32,31, 1.5178249252706675
3.88, 14, 36, 35, 33,32, 1.528891767218007
3.897, 14, 36, 35, 34,33, 1.5042991134500057
3.892, 14, 36, 35, 35,34, 1.5256729399877096
3.852, 14, 36, 35, 36,35, 1.4826789937369815
3.897, 14, 36, 35, 37,36, 1.5530482578835891
3.827, 14, 36, 35, 38,37, 1.5096258610676292
3.84, 14, 36, 35, 39,38, 1.5416046253575835
3.892, 14, 36, 35, 40,39, 1.5281520177596026
3.832, 14, 36, 35, 41,40, 1.5052007386876058
3.85, 14, 36, 35, 42,41, 1.5615583054810667
3.855, 14, 36, 35, 43,42, 1.5149820751017675
3.854, 14, 36, 35, 44,43, 1.5303245425156708
3.891, 14, 36, 35, 45,44, 1.5515161965484305
3.853, 14, 36, 35, 46,45, 1.5576504367305977
3.867, 14, 36, 35, 47,46, 1.5429882304487978
3.877, 14, 36, 35, 48,47, 1.5550289994057518
3.855, 14, 36, 35, 49,48, 1.558469258184808
3.878, 14, 36, 35, 50,49, 1.5577261312282258
5.444, 14, 37, 36, 1,0, 1.5970929246189525
5.183, 14, 37, 36, 2,1, 1.5406446569279464
5.022, 14, 37, 36, 3,2, 1.492168347434735
4.874, 14, 37, 36, 4,3, 1.4952157478875614
4.734, 14, 37, 36, 5,4, 1.4628044234589614
4.613, 14, 37, 36, 6,5, 1.4602058612166382
4.549, 14, 37, 36, 7,6, 1.4716914865407824
4.451, 14, 37, 36, 8,7, 1.4862271548640105
4.394, 14, 37, 36, 9,8, 1.4568349027061118
4.332, 14, 37, 36, 10,9, 1.4620866559337486
4.295, 14, 37, 36, 11,10, 1.4443236356346478
4.259, 14, 37, 36, 12,11, 1.4664472969425169
4.217, 14, 37, 36, 13,12, 1.446012605119313
4.189, 14, 37, 36, 14,13, 1.4470257618410904
4.123, 14, 37, 36, 15,14, 1.4698945959788685
4.089, 14, 37, 36, 16,15, 1.4495448209891404
4.109, 14, 37, 36, 17,16, 1.4725216030244273
4.063, 14, 37, 36, 18,17, 1.455504186925471
4.063, 14, 37, 36, 19,18, 1.4432227031997975
4.04, 14, 37, 36, 20,19, 1.4665241530134279
3.972, 14, 37, 36, 21,20, 1.446811124854296
4.01, 14, 37, 36, 22,21, 1.4902343471769794
3.971, 14, 37, 36, 23,22, 1.489719901280459
3.964, 14, 37, 36, 24,23, 1.4851712008891516
3.969, 14, 37, 36, 25,24, 1.4924972207023206
3.959, 14, 37, 36, 26,25, 1.4781258696711075
3.957, 14, 37, 36, 27,26, 1.489415904979847
3.926, 14, 37, 36, 28,27, 1.5233690949932799
3.912, 14, 37, 36, 29,28, 1.4613908007471703
3.917, 14, 37, 36, 30,29, 1.5163464399229136
3.884, 14, 37, 36, 31,30, 1.505401832301531
3.936, 14, 37, 36, 32,31, 1.5024903923267343
3.93, 14, 37, 36, 33,32, 1.5206782321567158
3.883, 14, 37, 36, 34,33, 1.5096256567956263
3.93, 14, 37, 36, 35,34, 1.5013148044107152
3.864, 14, 37, 36, 36,35, 1.5108666057599476
3.903, 14, 37, 36, 37,36, 1.5255776606135323
3.906, 14, 37, 36, 38,37, 1.4983700842072936
3.882, 14, 37, 36, 39,38, 1.5039227318560806
3.889, 14, 37, 36, 40,39, 1.5471328654877827
3.909, 14, 37, 36, 41,40, 1.5402092647336418
3.855, 14, 37, 36, 42,41, 1.5366739143496453
3.899, 14, 37, 36, 43,42, 1.496492534979736
3.882, 14, 37, 36, 44,43, 1.5456411787154987
3.847, 14, 37, 36, 45,44, 1.5705192249995161
3.855, 14, 37, 36, 46,45, 1.5591822416812782
3.85, 14, 37, 36, 47,46, 1.5290010835181012
3.902, 14, 37, 36, 48,47, 1.5346444510205188
3.858, 14, 37, 36, 49,48, 1.597362772507907
3.877, 14, 37, 36, 50,49, 1.563933976761941
5.415, 14, 38, 37, 1,0, 1.6330190403663163
5.174, 14, 38, 37, 2,1, 1.5879124264288893
5.019, 14, 38, 37, 3,2, 1.5208567433730393
4.817, 14, 38, 37, 4,3, 1.5146803294816178
4.773, 14, 38, 37, 5,4, 1.4813418436175794
4.623, 14, 38, 37, 6,5, 1.4950710832563026
4.554, 14, 38, 37, 7,6, 1.4735434931761486
4.454, 14, 38, 37, 8,7, 1.4731760842160906
4.388, 14, 38, 37, 9,8, 1.4334661734774525
4.36, 14, 38, 37, 10,9, 1.4794232490716825
4.281, 14, 38, 37, 11,10, 1.4613432713252827
4.244, 14, 38, 37, 12,11, 1.4588216767550306
4.208, 14, 38, 37, 13,12, 1.4536744328141344
4.156, 14, 38, 37, 14,13, 1.4491856011461788
4.16, 14, 38, 37, 15,14, 1.4679138290381684
4.113, 14, 38, 37, 16,15, 1.4608933660996086
4.096, 14, 38, 37, 17,16, 1.4500273436015596
4.054, 14, 38, 37, 18,17, 1.490305559833195
4.034, 14, 38, 37, 19,18, 1.4883790769204241
4.064, 14, 38, 37, 20,19, 1.459850371172911
4.002, 14, 38, 37, 21,20, 1.463507180437844
4.034, 14, 38, 37, 22,21, 1.471916566542811
3.992, 14, 38, 37, 23,22, 1.4652184865216948
3.959, 14, 38, 37, 24,23, 1.5196591163483113
3.954, 14, 38, 37, 25,24, 1.4774622420539827
3.938, 14, 38, 37, 26,25, 1.4949884283604882
3.933, 14, 38, 37, 27,26, 1.4934196226055234
3.946, 14, 38, 37, 28,27, 1.4657560098921127
3.905, 14, 38, 37, 29,28, 1.4959038062170962
3.963, 14, 38, 37, 30,29, 1.4781546966095427
3.901, 14, 38, 37, 31,30, 1.5242469711249786
3.902, 14, 38, 37, 32,31, 1.5190914382506508
3.912, 14, 38, 37, 33,32, 1.509651376743316
3.874, 14, 38, 37, 34,33, 1.5136460232837556
3.925, 14, 38, 37, 35,34, 1.5204379670057933
3.919, 14, 38, 37, 36,35, 1.5269340794513064
3.87, 14, 38, 37, 37,36, 1.5303525021957156
3.904, 14, 38, 37, 38,37, 1.5045560895664711
3.874, 14, 38, 37, 39,38, 1.5202923382909836
3.872, 14, 38, 37, 40,39, 1.547918473492667
3.899, 14, 38, 37, 41,40, 1.55688142022659
3.876, 14, 38, 37, 42,41, 1.5180549763268418
3.837, 14, 38, 37, 43,42, 1.5295363852460204
3.922, 14, 38, 37, 44,43, 1.5392313591861666
3.865, 14, 38, 37, 45,44, 1.5433696746651502
3.883, 14, 38, 37, 46,45, 1.5688498282110102
3.888, 14, 38, 37, 47,46, 1.544665318366648
3.854, 14, 38, 37, 48,47, 1.561753378941877
3.888, 14, 38, 37, 49,48, 1.5465909334780676
3.86, 14, 38, 37, 50,49, 1.5622940992437064
5.431, 14, 39, 38, 1,0, 1.6199521799551397
5.446, 14, 39, 38, 2,1, 1.5643155333004362
5.063, 14, 39, 38, 3,2, 1.5307781241613516
4.838, 14, 39, 38, 4,3, 1.5090585902725546
4.726, 14, 39, 38, 5,4, 1.5144498885550912
4.641, 14, 39, 38, 6,5, 1.4931245260737338
4.524, 14, 39, 38, 7,6, 1.4768058985226469
4.465, 14, 39, 38, 8,7, 1.4846719100841672
4.374, 14, 39, 38, 9,8, 1.4685266374058799
4.364, 14, 39, 38, 10,9, 1.433097228468157
4.262, 14, 39, 38, 11,10, 1.4864312427983863
4.223, 14, 39, 38, 12,11, 1.481147097737788
4.255, 14, 39, 38, 13,12, 1.4271319812577983
4.153, 14, 39, 38, 14,13, 1.474523070755193
4.142, 14, 39, 38, 15,14, 1.483304546068139
4.114, 14, 39, 38, 16,15, 1.4978818928153017
4.075, 14, 39, 38, 17,16, 1.485846459895387
4.073, 14, 39, 38, 18,17, 1.4713160743660025
4.037, 14, 39, 38, 19,18, 1.4684193499380558
4.042, 14, 39, 38, 20,19, 1.533129418186479
4.015, 14, 39, 38, 21,20, 1.47863608204486
3.979, 14, 39, 38, 22,21, 1.5140309712728064
3.991, 14, 39, 38, 23,22, 1.486165826831831
3.963, 14, 39, 38, 24,23, 1.4923849169533248
4.002, 14, 39, 38, 25,24, 1.4894434001879984
3.935, 14, 39, 38, 26,25, 1.5018215685796674
3.928, 14, 39, 38, 27,26, 1.4834929275591173
3.962, 14, 39, 38, 28,27, 1.4897210598265553
3.906, 14, 39, 38, 29,28, 1.4910760463732686
3.898, 14, 39, 38, 30,29, 1.4873259813230084
3.964, 14, 39, 38, 31,30, 1.5030295757047538
3.905, 14, 39, 38, 32,31, 1.5019193336715941
3.905, 14, 39, 38, 33,32, 1.5263786637556833
3.899, 14, 39, 38, 34,33, 1.5335161084092592
3.883, 14, 39, 38, 35,34, 1.5172859793492879
3.919, 14, 39, 38, 36,35, 1.531609211672575
3.865, 14, 39, 38, 37,36, 1.5432559508802401
3.901, 14, 39, 38, 38,37, 1.541018671712124
3.91, 14, 39, 38, 39,38, 1.5409694827844276
3.887, 14, 39, 38, 40,39, 1.5579284180346447
3.859, 14, 39, 38, 41,40, 1.5625458821058738
3.903, 14, 39, 38, 42,41, 1.5364364908824943
3.868, 14, 39, 38, 43,42, 1.5267357427047572
3.936, 14, 39, 38, 44,43, 1.5759893918482213
3.901, 14, 39, 38, 45,44, 1.5569685380957066
3.89, 14, 39, 38, 46,45, 1.5869111151391977
3.932, 14, 39, 38, 47,46, 1.555202834429087
3.877, 14, 39, 38, 48,47, 1.5887382239487673
3.877, 14, 39, 38, 49,48, 1.577825122353538
3.891, 14, 39, 38, 50,49, 1.5754208022471097
5.409, 14, 40, 39, 1,0, 1.625498513666571
5.23, 14, 40, 39, 2,1, 1.5770987149138773
5.011, 14, 40, 39, 3,2, 1.5467575030220408
4.913, 14, 40, 39, 4,3, 1.5010631554004887
4.689, 14, 40, 39, 5,4, 1.495211830564314
4.63, 14, 40, 39, 6,5, 1.4847762656527803
4.555, 14, 40, 39, 7,6, 1.4656091831504219
4.496, 14, 40, 39, 8,7, 1.4908378355469931
4.373, 14, 40, 39, 9,8, 1.4984127724249159
4.345, 14, 40, 39, 10,9, 1.4582857178363628
4.312, 14, 40, 39, 11,10, 1.4593748795303343
4.209, 14, 40, 39, 12,11, 1.4693923255632808
4.235, 14, 40, 39, 13,12, 1.489074697470349
4.16, 14, 40, 39, 14,13, 1.487860703873217
4.147, 14, 40, 39, 15,14, 1.4746899013376804
4.136, 14, 40, 39, 16,15, 1.4879102876955768
4.09, 14, 40, 39, 17,16, 1.4670822523410652
4.112, 14, 40, 39, 18,17, 1.489010065285873
4.029, 14, 40, 39, 19,18, 1.5140598349280916
4.024, 14, 40, 39, 20,19, 1.4728681464967717
4.024, 14, 40, 39, 21,20, 1.4826379873935696
4.013, 14, 40, 39, 22,21, 1.4767398099127897
4.004, 14, 40, 39, 23,22, 1.4867052439040103
4.082, 14, 40, 39, 24,23, 1.4979353098585129
3.963, 14, 40, 39, 25,24, 1.4941705491267385
3.961, 14, 40, 39, 26,25, 1.4928229161360416
3.925, 14, 40, 39, 27,26, 1.5078577034909804
3.945, 14, 40, 39, 28,27, 1.4970903806814087
3.926, 14, 40, 39, 29,28, 1.5104211522269737
3.91, 14, 40, 39, 30,29, 1.48756271562993
3.942, 14, 40, 39, 31,30, 1.5229238148881974
3.938, 14, 40, 39, 32,31, 1.4948367968401621
3.899, 14, 40, 39, 33,32, 1.5368327638342572
3.936, 14, 40, 39, 34,33, 1.5505978321502747
3.932, 14, 40, 39, 35,34, 1.5347019536569415
3.875, 14, 40, 39, 36,35, 1.5520354464576367
3.926, 14, 40, 39, 37,36, 1.5144915161983454
3.92, 14, 40, 39, 38,37, 1.516737395085212
3.93, 14, 40, 39, 39,38, 1.5200921597918355
3.86, 14, 40, 39, 40,39, 1.5452354133038708
3.904, 14, 40, 39, 41,40, 1.528808192258516
3.873, 14, 40, 39, 42,41, 1.5497133872209037
3.899, 14, 40, 39, 43,42, 1.5988550588519868
3.924, 14, 40, 39, 44,43, 1.5382451906016552
3.852, 14, 40, 39, 45,44, 1.5644519773826064
3.884, 14, 40, 39, 46,45, 1.565567633598129
3.93, 14, 40, 39, 47,46, 1.5400317804872787
3.918, 14, 40, 39, 48,47, 1.5948189321419117
3.834, 14, 40, 39, 49,48, 1.5525890752296436
3.911, 14, 40, 39, 50,49, 1.5786176602419428
5.526, 14, 41, 40, 1,0, 1.6592794712212453
5.267, 14, 41, 40, 2,1, 1.592517260107348
5.013, 14, 41, 40, 3,2, 1.5296569441183647
4.911, 14, 41, 40, 4,3, 1.52728195610221
4.736, 14, 41, 40, 5,4, 1.5099926586437935
4.638, 14, 41, 40, 6,5, 1.4939103510180873
4.558, 14, 41, 40, 7,6, 1.485425832357177
4.431, 14, 41, 40, 8,7, 1.458233202288393
4.404, 14, 41, 40, 9,8, 1.4710828548025279
4.312, 14, 41, 40, 10,9, 1.4736921998120174
4.327, 14, 41, 40, 11,10, 1.4665641021715248
4.23, 14, 41, 40, 12,11, 1.4738577438970695
4.214, 14, 41, 40, 13,12, 1.4796768844767896
4.181, 14, 41, 40, 14,13, 1.4577692853461024
4.145, 14, 41, 40, 15,14, 1.4747577660612952
4.155, 14, 41, 40, 16,15, 1.4600789038078503
4.074, 14, 41, 40, 17,16, 1.4704727384012557
4.086, 14, 41, 40, 18,17, 1.4860674738768023
4.051, 14, 41, 40, 19,18, 1.461784031769445
4.014, 14, 41, 40, 20,19, 1.486014063334879
4.053, 14, 41, 40, 21,20, 1.465158545027815
4.112, 14, 41, 40, 22,21, 1.467807892787762
4.005, 14, 41, 40, 23,22, 1.498861972080632
3.993, 14, 41, 40, 24,23, 1.5226785907468874
3.975, 14, 41, 40, 25,24, 1.4861800011762876
4.023, 14, 41, 40, 26,25, 1.5025504528444535
3.935, 14, 41, 40, 27,26, 1.5095017107799564
3.928, 14, 41, 40, 28,27, 1.486888052418104
3.963, 14, 41, 40, 29,28, 1.5243496905945315
3.926, 14, 41, 40, 30,29, 1.5021686035284187
3.945, 14, 41, 40, 31,30, 1.5221197135351896
3.95, 14, 41, 40, 32,31, 1.5119481111920892
3.927, 14, 41, 40, 33,32, 1.5074294143176559
3.933, 14, 41, 40, 34,33, 1.5344641807961543
3.929, 14, 41, 40, 35,34, 1.5426001426242628
3.905, 14, 41, 40, 36,35, 1.5592926947600194
3.955, 14, 41, 40, 37,36, 1.5422672425749948
3.901, 14, 41, 40, 38,37, 1.5484267330593637
3.96, 14, 41, 40, 39,38, 1.5551877825638756
3.895, 14, 41, 40, 40,39, 1.5412587992936855
3.951, 14, 41, 40, 41,40, 1.5419689695734102
3.913, 14, 41, 40, 42,41, 1.5698892907065454
3.862, 14, 41, 40, 43,42, 1.5670250156779506
3.894, 14, 41, 40, 44,43, 1.5704065814952328
3.925, 14, 41, 40, 45,44, 1.5549213556516186
3.936, 14, 41, 40, 46,45, 1.5781977413975745
3.906, 14, 41, 40, 47,46, 1.5814399785111102
3.871, 14, 41, 40, 48,47, 1.5680624575912376
3.89, 14, 41, 40, 49,48, 1.6051853176819395
3.933, 14, 41, 40, 50,49, 1.5616192343687112
5.423, 14, 42, 41, 1,0, 1.6810266023481701
5.225, 14, 42, 41, 2,1, 1.5870869139018575
5.022, 14, 42, 41, 3,2, 1.5347792044406305
4.901, 14, 42, 41, 4,3, 1.5298704055186003
4.774, 14, 42, 41, 5,4, 1.4810692471855813
4.686, 14, 42, 41, 6,5, 1.5002620462714567
4.544, 14, 42, 41, 7,6, 1.493098670642652
4.446, 14, 42, 41, 8,7, 1.4818132923476348
4.454, 14, 42, 41, 9,8, 1.494151318140858
4.334, 14, 42, 41, 10,9, 1.4586626249820687
4.332, 14, 42, 41, 11,10, 1.5017317243564063
4.276, 14, 42, 41, 12,11, 1.4816461041864577
4.202, 14, 42, 41, 13,12, 1.4736356298475053
4.209, 14, 42, 41, 14,13, 1.4911054418144074
4.148, 14, 42, 41, 15,14, 1.497480393069502
